,DOI,parser,correctPlace,accurates,inaccurates
494,10.1371/journal.pone.0141559,nltk,mountain area of Taizhou city in Zhejiang province of China,4.0,46.0
495,10.1371/journal.pone.0141899,nltk,"1·993°E, 42·276°N",5.0,53.0
496,10.1371/journal.pone.0140423,nltk,"1°08'57"" N, 112°15'37"" E",0.0,118.0
497,10.1371/journal.pone.0139031,nltk,"between 42.32 N and 42.11 N, and 0.31 W and 0.04 W",2.0,88.0
498,10.1371/journal.pone.0137569,nltk,40° 10’ S- 73° 26’ W  41° 32’ S- 72° 35’ W,0.0,21.0
499,10.1371/journal.pone.0136040,nltk,"N 33°58?, E101°53?",0.0,55.0
500,10.1371/journal.pone.0135917,nltk,"41°17'38” N, 82°13'03” W",0.0,65.0
501,10.1371/journal.pone.0134560,nltk,"N 33°58?, E101°53?",0.0,62.0
502,10.1371/journal.pone.0134665,nltk,India,0.0,307.0
503,10.1371/journal.pone.0133276,nltk,South America,0.0,25.0
504,10.1371/journal.pone.0118403,nltk,Barro Colorado Island,0.0,66.0
505,10.1371/journal.pone.0128923,nltk,15° 28’S and 39° 15’W,0.0,74.0
506,10.1371/journal.pone.0127093,nltk,"Bushbuckridge, South Africa",16.0,94.0
507,10.1371/journal.pone.0125300,nltk,"116°42?E, 43° 36?N",0.0,75.0
508,10.1371/journal.pone.0121444,nltk,Kenya,0.0,186.0
509,10.1371/journal.pone.0121444,nltk,Malawi,0.0,186.0
510,10.1371/journal.pone.0121444,nltk,Rwanda,0.0,186.0
511,10.1371/journal.pone.0121444,nltk,Tanzania,0.0,186.0
512,10.1371/journal.pone.0121444,nltk,Uganda,0.0,186.0
513,10.1371/journal.pone.0121444,nltk,Zambia,0.0,186.0
514,10.1371/journal.pone.0118837,nltk,2°4’W 36°52’N,0.0,4.0
515,10.1371/journal.pone.0115038,nltk,"39°57'53"" N and 115°26'05"" E",0.0,50.0
516,10.1371/journal.pone.0114015,nltk,8° 28? 50?N 83° 35? 20?W,0.0,76.0
517,10.1371/journal.pone.0113964,nltk,"Hainan Island, China",8.0,86.0
518,10.1371/journal.pone.0111434,nltk,"111°53? E, 23°26? N",0.0,45.0
519,10.1371/journal.pone.0111742,nltk,"19° 53?–21° 11? N, 90°28?–90°17?W",0.0,37.0
520,10.1371/journal.pone.0107775,nltk,In Table,0.0,3.0
521,10.1371/journal.pone.0107792,nltk,Atlantic Forest Biodiversity Hotspot in Brazil,0.0,61.0
522,10.1371/journal.pone.0075396,nltk,"39° 15' N, 121° 17' W",0.0,58.0
523,10.1371/journal.pone.0107126,nltk,"Central Highlands of Victoria, Australia",0.0,146.0
524,10.1371/journal.pone.0105869,nltk,"Zamora River basin, located in the mountain forests in Ecuadorian southern Andes",0.0,70.0
525,10.1371/journal.pone.0100646,nltk,Nazaré Canyon on the Portuguese continental margin,0.0,68.0
526,10.1371/journal.pone.0101928,nltk,"50°55? N, 11°35? E",2.0,76.0
527,10.1371/journal.pone.0102090,nltk,"32°54?N, 35°05?E;  32°58?N, 35°04?E; 32°54?N, 35°06?E",10.0,79.0
528,10.1371/journal.pone.0097910,nltk," N307591, E858452 (northeast) and N253197, E807411(southwest)",0.0,64.0
529,10.1371/journal.pone.0099385,nltk,"110°56?E, 31°4?N",0.0,122.0
530,10.1371/journal.pone.0098931,nltk,"16°04?–16°21?N, 90°40?–91°06?W",0.0,78.0
531,10.1371/journal.pone.0098454,nltk,"Coatepec region, Veracruz, Mexico",3.0,13.0
532,10.1371/journal.pone.0098454,nltk,"Huatusco region, Veracruz, Mexico",3.0,13.0
533,10.1371/journal.pone.0095938,nltk,Changbai Mountain Forest Ecosystem Research Station,0.0,69.0
534,10.1371/journal.pone.0095890,nltk,"(110°30?E, 25°56?N) (112°56?–113°4?E, 24°30?–24°48?N), (112°30?39?–112°33?41?E,23°09?21?–23°11?30? N) (114°05?–114°23?E,26°22?–26°48? N)",0.0,42.0
535,10.1371/journal.pone.0095081,nltk,"127°42?55?–128°16?48?E, 41°41?49?–42°25?18?N",0.0,87.0
536,10.1371/journal.pone.0093733,nltk,"(28°34?23?N, 120°53?44?E)",0.0,47.0
537,10.1371/journal.pone.0092517,nltk,38°29?N - 9°1?W,0.0,8.0
538,10.1371/journal.pone.0090513,nltk,"(25° 59? S, 54° 05? W) (26° 02? S, 53° 47? W)",0.0,10.0
539,10.1371/journal.pone.0089084,nltk,14°39?S to 20°24?S and 143°54?E to 147°30?E,0.0,86.0
540,10.1371/journal.pone.0081226,nltk,"Pimentel Barbosa Indigenous Reserve, Mato Grosso State, Brazil",0.0,1.0
541,10.1371/journal.pone.0082468,nltk,"(41°23?–42°36?N, 126°55?–129°00?E), (42°24?N, 128°06?E)",0.0,53.0
542,10.1371/journal.pone.0082369,nltk,(N-S 13°00' -14°50' and E-W 39°00' -39°30') ,0.0,3.0
543,10.1371/journal.pone.0079799,nltk,"16° 48.16′ N, 88° 04.94′ W",0.0,87.0
544,10.1371/journal.pone.0075439,nltk,Baltic Sea,0.0,7.0
545,10.1371/journal.pone.0074852,nltk,(3°5`W-1° 10`E; 4°35`N-11°N),0.0,107.0
546,10.1371/journal.pone.0072201,nltk,"41°42??53°34?N, 115°37??135°5?E",0.0,11.0
547,10.1371/journal.pone.0071735,nltk,French Guiana,0.0,2.0
548,10.1371/journal.pone.0070547,nltk,"114°37?21?–113°06?48?E, 22°49?00?–22°48?53?N",4.0,91.0
549,10.1371/journal.pone.0066238,nltk,In Table,0.0,186.0
550,10.1371/journal.pone.0059356,nltk,Hakalau National Forest Wildlife Refuge,0.0,125.0
551,10.1371/journal.pone.0049618,nltk,N 29°14.657?and E 118°06.805?,0.0,57.0
552,10.1371/journal.pone.0052071,nltk,"112°31? E to 112°34? E, 23°09? N to 23°12? N",0.0,61.0
553,10.1371/journal.pone.0049795,nltk,"51° 21? 24?? N, 3° 42? 51?? E",10.0,58.0
554,10.1371/journal.pone.0047192,nltk,"1°30?24?? S, 120°2?11?? E",0.0,60.0
555,10.1371/journal.pone.0045334,nltk,"33°31’S, 25°45’E",0.0,66.0
556,10.1371/journal.pone.0044925,nltk,"lat 22°50'S, long 44°42'W",0.0,46.0
557,10.1371/journal.pone.0042833,nltk,"E 116°42?, N 43°38?",0.0,78.0
558,10.1371/journal.pone.0043943,nltk,Colombia,0.0,31.0
559,10.1371/journal.pone.0043626,nltk,Thirty-nine sites located in the Atlantic Forest (state of São Paulo,0.0,48.0
560,10.1371/journal.pone.0042524,nltk,"(18°14?53?N, 67°09?21?W),(18°09’59”N, 66°43?40?W)",0.0,3.0
561,10.1371/journal.pone.0041270,nltk,40°02?N–3°37?W,0.0,94.0
562,10.1371/journal.pone.0029469,nltk,"Changbai Nature Reserve, 127°42? to 128°17?E and 41°43? to 42°26?N",0.0,113.0
563,10.1371/journal.pone.0029152,nltk,"79°N, 04°E, (78°45?N, 04°52?E) ",0.0,67.0
564,10.1371/journal.pone.0026986,nltk,"45°11?S, 170°98?E, 42°30?S, 173°30?E, 42°25?S, 173°42?E",0.0,63.0
565,10.1371/journal.pone.0023312,nltk,"20°53?57.1?S, 44°50?11.5?W,",2.0,29.0
566,10.1371/journal.pone.0022905,nltk,"29°14? N, 118°07? E",0.0,55.0
567,10.1371/journal.pone.0021265,nltk,"48°N, 65°W",2.0,125.0
568,10.1371/journal.pone.0018982,nltk,"45°40?N, 61°53?W",0.0,10.0
569,10.1371/journal.pone.0016584,nltk,"Duke University Stream and Wetland Assessment Management Park (SWAMP) along Sandy Creek in the Duke Forest in Durham, NC, USA",0.0,34.0
570,10.1371/journal.pone.0009677,nltk,"44°39?N, 63°35?W",8.0,111.0
571,10.1371/journal.pone.0000908,nltk,"8°58?50?S, 36°04?30?W",0.0,4.0
572,10.1371/journal.pone.0119922,stanza,Northeast Shelf Large Marine Ecosystem (NES LME),0.0,12.0
573,10.1371/journal.pone.0053139,stanza,"The European Alps span eight countries, from the Mediterranean shores of Southern France to Slovenia and link with adjacent mountain ranges such as the Carpathians, Balkans and Apennines.",0.0,71.0
574,10.1371/journal.pone.0147058,stanza,"state of Paraná, southern Brazil, which is located between latitudes 22°29’30”S and 26°42’59”S; and longitudes 48°02’24”W and 54°37’38”W",0.0,6.0
575,10.1371/journal.pone.0111883,stanza,"On the island, the study areas were within the Lagoa do Peri Municipal Park (PER, 27¡43_30_S, 48¡32_18_W) and the Permanent Protection Area of Ratones (RAT, 27¡31_52_S, 48¡30_45_W). On the mainland, the areas sampled were within the Environmental Protection Area of Anhatomirim in Governador Celso Ramos city (ANH, 27¡25_1_S, 48¡34_25_W), and in Permanent Protection Area in Itapema city (ITA, 27¡05_13_S, 48¡35_54_W).Ê",0.0,6.0
576,10.1371/journal.pone.0102437,stanza,"The Houguanhu Region (113°41′–114°13′E, 30°15′–30°41′N) lies within the southwestern Wuhan city of Hubei Province in central China",0.0,3.0
577,10.1371/journal.pone.0060756,stanza,"(4¡ 58_N, 117¡ 48_E",6.0,21.0
578,10.1371/journal.pone.0049024,stanza,"34¡55_N, 102¡53_E;",0.0,14.0
579,10.1371/journal.pone.0027785,stanza,"Kakamega Forest in western Kenya (0¡07_Ð0¡27_ N, 34¡46_Ð34¡57_ E)",79.0,34.0
580,10.1371/journal.pone.0038970,stanza,The research was conducted at eight sites in the Iberian Peninsula,2.0,43.0
581,10.1371/journal.pone.0021972,stanza,"latitude 50¡ 55_ 48_, longitude 6¡ 55_ 12_",0.0,0.0
582,10.1371/journal.pone.0112436,stanza,"This study was carried out at the Huanjiang Observation and Research Station for Karst Ecosystems (107°51′–108°43′E, 24°44′–25°33′N), Chinese Academy of Sciences (CAS), Guangxi Province, China",0.0,71.0
583,10.1371/journal.pone.0154026,stanza,The study area ranges from 34¡25_N to 48¡10_N in latitude and from 73¡40_E to 96¡18_E in longitude,3.0,121.0
584,10.1371/journal.pone.0150520,stanza,71¡23Õ28ÓW 12¡47Õ21ÓS,2.0,16.0
585,10.1371/journal.pone.0118580,stanza,"Mobile Bay, Alabama",0.0,16.0
586,10.1371/journal.pone.0123160,stanza,"44¡45_N, 123¡45_E",0.0,47.0
587,10.1371/journal.pone.0123030,stanza,"Ê27¼25Õ1ÓS, 48¼34Õ25ÓW), and the other in a Permanent Protection Area in the municipality of Itapema (ITA, 27¼05Õ13ÓS, 48¼35Õ54ÓW). On the island, one study areas lies within the Lagoa do Peri Municipal Park (PER, 27¡43Õ30ÓS, 48¡32Õ18ÓW) and the other in the Permanent Protection Area of Ratones (RAT, 27¡31Õ52ÓS, 48¡30Õ45ÓW",0.0,7.0
588,10.1371/journal.pone.0085513,stanza,"112¡50_E, 22¡34_N",0.0,27.0
589,10.1371/journal.pone.0084568,stanza,"Upper Paraná River Floodplain Long Term Ecological Research (LTER) program’s field station located at the Upper Paraná River floodplain, Brazil.",0.0,0.0
590,10.1371/journal.pone.0082792,stanza,"Changbai Mountain (E 127¡43_ Ð128¡16_; N 41¡41_ Ð42¡51_) in Jilin Province, North-eastern China",0.0,21.0
591,10.1371/journal.pone.0066650,stanza,"51¡ 37_ 00__ N, 4¡ 01_ 00__ E",6.0,7.0
592,10.1371/journal.pone.0058432,stanza,"Dawu Village, Maqin Country of Guoluo Tibetan Autonomous Prefecture, Qinghai Province, China",0.0,38.0
593,10.1371/journal.pone.0052821,stanza,"Cedar Creek Natural History area, a National Science Foundation, Long-Term Ecological Research site in Minnesota, USA (lat. 45° N, Long. 93° W)",0.0,23.0
594,10.1371/journal.pone.0053009,stanza,"Chamela-Cuixmala Biosphere Reserve (CCBR, 19¡22_Ð19¡39_N, 104¡56_Ð105¡10_W)",0.0,16.0
595,10.1371/journal.pone.0042354,stanza,"Gongga Mountain (29¡20_Ð30¡20_N, 101¡30_Ð102¡15_E",0.0,56.0
596,10.1371/journal.pone.0040679,stanza,a 150-km long transect (18¡37_16NÐ92¡42_28W to 18¡30_20NÐ91¡28_03W),2.0,28.0
597,10.1371/journal.pone.0036196,stanza," University of North Carolina at Chapel Hill’s Institute of Marine Sciences (IMS) in Morehead City, NC",6.0,26.0
598,10.1371/journal.pone.0030506,stanza,"16¡39.49_N, 95¡0.66_W",2.0,6.0
599,10.1371/journal.pone.0024107,stanza,Ranomafana National Park (RNP) is located between 47¡ 18_Ð47¡ 37_E and 21¡ 02_Ð21¡ 25 SÊ,16.0,18.0
600,10.1371/journal.pone.0020078,stanza,"E 116¡42_, N 43¡38_,",2.0,8.0
601,10.1371/journal.pone.0017476,stanza,German site of the BIODEPTH project,0.0,6.0
602,10.1371/journal.pone.0013666,stanza," Atlantic Plateau of São Paulo, Brazil",0.0,2.0
603,10.1371/journal.pone.0013382,stanza,"50¡57_3.09_N, 11¡37_23.49_E",0.0,3.0
604,10.1371/journal.pone.0146228,stanza,"45¡03ÕN, 142¡07ÕE",4.0,8.0
605,10.1371/journal.pone.0138696,stanza,coral communities of Moorea Island (French Polynesia),0.0,0.0
606,10.1371/journal.pone.0106529,stanza,"50¡55_ N, 11¡35_ E",6.0,16.0
607,10.1371/journal.pone.0104060,stanza,Ticino near Locarno (southern Switzerland).,0.0,13.0
608,10.1371/journal.pone.0083407,stanza,"42¡24ÕN, 85¡24ÕW",0.0,29.0
609,10.1371/journal.pone.0066653,stanza,N: 31° 33.527; W: 114° 17.866,0.0,11.0
610,10.1371/journal.pone.0000295,stanza,Australia,0.0,25.0
611,10.1371/journal.pone.0000295,stanza,Sanfrancisco Bay,2.0,23.0
612,10.1371/journal.pone.0000295,stanza,Wadden Sea,11.0,14.0
613,10.1371/journal.pone.0000295,stanza,Gulf of the Farallones National Marine Sanctuary,2.0,23.0
614,10.1371/journal.pone.0154613,stanza,Algiers,2.0,70.0
615,10.1371/journal.pone.0154613,stanza,Beijing,0.0,72.0
616,10.1371/journal.pone.0154613,stanza,Beunos Aires,0.0,72.0
617,10.1371/journal.pone.0154613,stanza,Cairo,0.0,72.0
618,10.1371/journal.pone.0154613,stanza,Guatemala City,2.0,70.0
619,10.1371/journal.pone.0154613,stanza,Istanbul,0.0,72.0
620,10.1371/journal.pone.0154613,stanza,London,0.0,72.0
621,10.1371/journal.pone.0154613,stanza,Manila,2.0,70.0
622,10.1371/journal.pone.0154613,stanza,Mexico City,2.0,70.0
623,10.1371/journal.pone.0154613,stanza,Moscow,0.0,72.0
624,10.1371/journal.pone.0154613,stanza,Mumbai,4.0,68.0
625,10.1371/journal.pone.0154613,stanza,Paris,0.0,72.0
626,10.1371/journal.pone.0154613,stanza,Warsaw,0.0,72.0
627,10.1371/journal.pone.0154613,stanza,Santiago,0.0,72.0
628,10.1371/journal.pone.0154613,stanza,Shanghai,0.0,72.0
629,10.1371/journal.pone.0154613,stanza,Sydney,0.0,72.0
630,10.1371/journal.pone.0152883,stanza,La Selva Biological Station,3.0,20.0
631,10.1371/journal.pone.0152335,stanza,"145.44° E, 14.683° S",0.0,13.0
632,10.1371/journal.pone.0150111,stanza,48°06’– 49°7’ N; 2°23’– 3°32’ W,1.0,3.0
633,10.1371/journal.pone.0145598,stanza,"0°53S, 52°36W",0.0,0.0
634,10.1371/journal.pone.0147909,stanza,"52°29’29”W, 22°24’09”S",0.0,4.0
635,10.1371/journal.pone.0141387,stanza,"4°35?S, 79°42?W",0.0,18.0
636,10.1371/journal.pone.0142784,stanza,"Latitude: -4.44°, Longitude: 35.40°",4.0,81.0
637,10.1371/journal.pone.0141559,stanza,mountain area of Taizhou city in Zhejiang province of China,4.0,20.0
638,10.1371/journal.pone.0141899,stanza,"1·993°E, 42·276°N",2.0,1.0
639,10.1371/journal.pone.0140423,stanza,"1°08'57"" N, 112°15'37"" E",4.0,46.0
640,10.1371/journal.pone.0139031,stanza,"between 42.32 N and 42.11 N, and 0.31 W and 0.04 W",0.0,4.0
641,10.1371/journal.pone.0137569,stanza,40° 10’ S- 73° 26’ W  41° 32’ S- 72° 35’ W,0.0,2.0
642,10.1371/journal.pone.0136040,stanza,"N 33°58?, E101°53?",0.0,23.0
643,10.1371/journal.pone.0135917,stanza,"41°17'38” N, 82°13'03” W",0.0,25.0
644,10.1371/journal.pone.0134560,stanza,"N 33°58?, E101°53?",0.0,54.0
645,10.1371/journal.pone.0134665,stanza,India,0.0,307.0
646,10.1371/journal.pone.0133276,stanza,South America,0.0,25.0
647,10.1371/journal.pone.0118403,stanza,Barro Colorado Island,0.0,34.0
648,10.1371/journal.pone.0128923,stanza,15° 28’S and 39° 15’W,2.0,61.0
649,10.1371/journal.pone.0127093,stanza,"Bushbuckridge, South Africa",35.0,21.0
650,10.1371/journal.pone.0125300,stanza,"116°42?E, 43° 36?N",2.0,25.0
651,10.1371/journal.pone.0121444,stanza,Kenya,2.0,295.0
652,10.1371/journal.pone.0121444,stanza,Malawi,0.0,297.0
653,10.1371/journal.pone.0121444,stanza,Rwanda,0.0,297.0
654,10.1371/journal.pone.0121444,stanza,Tanzania,0.0,297.0
655,10.1371/journal.pone.0121444,stanza,Uganda,0.0,297.0
656,10.1371/journal.pone.0121444,stanza,Zambia,0.0,297.0
657,10.1371/journal.pone.0118837,stanza,2°4’W 36°52’N,0.0,0.0
658,10.1371/journal.pone.0115038,stanza,"39°57'53"" N and 115°26'05"" E",0.0,32.0
659,10.1371/journal.pone.0114015,stanza,8° 28? 50?N 83° 35? 20?W,0.0,0.0
660,10.1371/journal.pone.0113964,stanza,"Hainan Island, China",0.0,61.0
661,10.1371/journal.pone.0111434,stanza,"111°53? E, 23°26? N",2.0,10.0
662,10.1371/journal.pone.0111742,stanza,"19° 53?–21° 11? N, 90°28?–90°17?W",0.0,2.0
663,10.1371/journal.pone.0107775,stanza,In Table,4.0,66.0
664,10.1371/journal.pone.0107792,stanza,Atlantic Forest Biodiversity Hotspot in Brazil,0.0,6.0
665,10.1371/journal.pone.0075396,stanza,"39° 15' N, 121° 17' W",0.0,31.0
666,10.1371/journal.pone.0107126,stanza,"Central Highlands of Victoria, Australia",0.0,48.0
667,10.1371/journal.pone.0105869,stanza,"Zamora River basin, located in the mountain forests in Ecuadorian southern Andes",0.0,8.0
668,10.1371/journal.pone.0100646,stanza,Nazaré Canyon on the Portuguese continental margin,0.0,1.0
669,10.1371/journal.pone.0101928,stanza,"50°55? N, 11°35? E",8.0,4.0
670,10.1371/journal.pone.0102090,stanza,"32°54?N, 35°05?E;  32°58?N, 35°04?E; 32°54?N, 35°06?E",23.0,38.0
671,10.1371/journal.pone.0097910,stanza," N307591, E858452 (northeast) and N253197, E807411(southwest)",5.0,24.0
672,10.1371/journal.pone.0099385,stanza,"110°56?E, 31°4?N",0.0,5.0
673,10.1371/journal.pone.0098931,stanza,"16°04?–16°21?N, 90°40?–91°06?W",0.0,0.0
674,10.1371/journal.pone.0098454,stanza,"Coatepec region, Veracruz, Mexico",36.0,34.0
675,10.1371/journal.pone.0098454,stanza,"Huatusco region, Veracruz, Mexico",36.0,34.0
676,10.1371/journal.pone.0095938,stanza,Changbai Mountain Forest Ecosystem Research Station,0.0,65.0
677,10.1371/journal.pone.0095890,stanza,"(110°30?E, 25°56?N) (112°56?–113°4?E, 24°30?–24°48?N), (112°30?39?–112°33?41?E,23°09?21?–23°11?30? N) (114°05?–114°23?E,26°22?–26°48? N)",0.0,24.0
678,10.1371/journal.pone.0095081,stanza,"127°42?55?–128°16?48?E, 41°41?49?–42°25?18?N",0.0,35.0
679,10.1371/journal.pone.0093733,stanza,"(28°34?23?N, 120°53?44?E)",0.0,39.0
680,10.1371/journal.pone.0092517,stanza,38°29?N - 9°1?W,0.0,14.0
681,10.1371/journal.pone.0090513,stanza,"(25° 59? S, 54° 05? W) (26° 02? S, 53° 47? W)",4.0,49.0
682,10.1371/journal.pone.0089084,stanza,14°39?S to 20°24?S and 143°54?E to 147°30?E,0.0,54.0
683,10.1371/journal.pone.0081226,stanza,"Pimentel Barbosa Indigenous Reserve, Mato Grosso State, Brazil",14.0,57.0
684,10.1371/journal.pone.0082468,stanza,"(41°23?–42°36?N, 126°55?–129°00?E), (42°24?N, 128°06?E)",0.0,29.0
685,10.1371/journal.pone.0082369,stanza,(N-S 13°00' -14°50' and E-W 39°00' -39°30') ,0.0,4.0
686,10.1371/journal.pone.0079799,stanza,"16° 48.16′ N, 88° 04.94′ W",8.0,41.0
687,10.1371/journal.pone.0075439,stanza,Baltic Sea,2.0,54.0
688,10.1371/journal.pone.0074852,stanza,(3°5`W-1° 10`E; 4°35`N-11°N),0.0,64.0
689,10.1371/journal.pone.0072201,stanza,"41°42??53°34?N, 115°37??135°5?E",0.0,7.0
690,10.1371/journal.pone.0071735,stanza,French Guiana,0.0,1.0
691,10.1371/journal.pone.0070547,stanza,"114°37?21?–113°06?48?E, 22°49?00?–22°48?53?N",0.0,2.0
692,10.1371/journal.pone.0066238,stanza,In Table,26.0,189.0
693,10.1371/journal.pone.0059356,stanza,Hakalau National Forest Wildlife Refuge,0.0,0.0
694,10.1371/journal.pone.0049618,stanza,N 29°14.657?and E 118°06.805?,0.0,35.0
695,10.1371/journal.pone.0052071,stanza,"112°31? E to 112°34? E, 23°09? N to 23°12? N",0.0,41.0
696,10.1371/journal.pone.0049795,stanza,"51° 21? 24?? N, 3° 42? 51?? E",13.0,12.0
697,10.1371/journal.pone.0047192,stanza,"1°30?24?? S, 120°2?11?? E",4.0,21.0
698,10.1371/journal.pone.0045334,stanza,"33°31’S, 25°45’E",5.0,19.0
699,10.1371/journal.pone.0044925,stanza,"lat 22°50'S, long 44°42'W",0.0,16.0
700,10.1371/journal.pone.0042833,stanza,"E 116°42?, N 43°38?",2.0,17.0
701,10.1371/journal.pone.0043943,stanza,Colombia,0.0,3.0
702,10.1371/journal.pone.0043626,stanza,Thirty-nine sites located in the Atlantic Forest (state of São Paulo,0.0,1.0
703,10.1371/journal.pone.0042524,stanza,"(18°14?53?N, 67°09?21?W),(18°09’59”N, 66°43?40?W)",0.0,1.0
704,10.1371/journal.pone.0041270,stanza,40°02?N–3°37?W,0.0,28.0
705,10.1371/journal.pone.0029469,stanza,"Changbai Nature Reserve, 127°42? to 128°17?E and 41°43? to 42°26?N",0.0,36.0
706,10.1371/journal.pone.0029152,stanza,"79°N, 04°E, (78°45?N, 04°52?E) ",0.0,3.0
707,10.1371/journal.pone.0026986,stanza,"45°11?S, 170°98?E, 42°30?S, 173°30?E, 42°25?S, 173°42?E",0.0,45.0
708,10.1371/journal.pone.0023312,stanza,"20°53?57.1?S, 44°50?11.5?W,",0.0,6.0
709,10.1371/journal.pone.0022905,stanza,"29°14? N, 118°07? E",0.0,13.0
710,10.1371/journal.pone.0021265,stanza,"48°N, 65°W",0.0,0.0
711,10.1371/journal.pone.0018982,stanza,"45°40?N, 61°53?W",0.0,0.0
712,10.1371/journal.pone.0016584,stanza,"Duke University Stream and Wetland Assessment Management Park (SWAMP) along Sandy Creek in the Duke Forest in Durham, NC, USA",3.0,25.0
713,10.1371/journal.pone.0009677,stanza,"44°39?N, 63°35?W",13.0,94.0
714,10.1371/journal.pone.0000908,stanza,"8°58?50?S, 36°04?30?W",0.0,4.0
715,10.1371/journal.pone.0119922,arcgispro,Northeast Shelf Large Marine Ecosystem (NES LME),0.0,19.0
716,10.1371/journal.pone.0053139,arcgispro,"The European Alps span eight countries, from the Mediterranean shores of Southern France to Slovenia and link with adjacent mountain ranges such as the Carpathians, Balkans and Apennines.",29.0,67.0
717,10.1371/journal.pone.0147058,arcgispro,"state of Paraná, southern Brazil, which is located between latitudes 22°29’30”S and 26°42’59”S; and longitudes 48°02’24”W and 54°37’38”W",0.0,42.0
718,10.1371/journal.pone.0111883,arcgispro,"On the island, the study areas were within the Lagoa do Peri Municipal Park (PER, 27¡43_30_S, 48¡32_18_W) and the Permanent Protection Area of Ratones (RAT, 27¡31_52_S, 48¡30_45_W). On the mainland, the areas sampled were within the Environmental Protection Area of Anhatomirim in Governador Celso Ramos city (ANH, 27¡25_1_S, 48¡34_25_W), and in Permanent Protection Area in Itapema city (ITA, 27¡05_13_S, 48¡35_54_W).Ê",5.0,98.0
719,10.1371/journal.pone.0102437,arcgispro,"The Houguanhu Region (113°41′–114°13′E, 30°15′–30°41′N) lies within the southwestern Wuhan city of Hubei Province in central China",0.0,20.0
720,10.1371/journal.pone.0060756,arcgispro,"(4¡ 58_N, 117¡ 48_E",2.0,20.0
721,10.1371/journal.pone.0049024,arcgispro,"34¡55_N, 102¡53_E;",0.0,12.0
722,10.1371/journal.pone.0027785,arcgispro,"Kakamega Forest in western Kenya (0¡07_Ð0¡27_ N, 34¡46_Ð34¡57_ E)",74.0,63.0
723,10.1371/journal.pone.0038970,arcgispro,The research was conducted at eight sites in the Iberian Peninsula,2.0,62.0
724,10.1371/journal.pone.0021972,arcgispro,"latitude 50¡ 55_ 48_, longitude 6¡ 55_ 12_",0.0,3.0
725,10.1371/journal.pone.0112436,arcgispro,"This study was carried out at the Huanjiang Observation and Research Station for Karst Ecosystems (107°51′–108°43′E, 24°44′–25°33′N), Chinese Academy of Sciences (CAS), Guangxi Province, China",0.0,44.0
726,10.1371/journal.pone.0154026,arcgispro,The study area ranges from 34¡25_N to 48¡10_N in latitude and from 73¡40_E to 96¡18_E in longitude,0.0,75.0
727,10.1371/journal.pone.0150520,arcgispro,71¡23Õ28ÓW 12¡47Õ21ÓS,9.0,67.0
728,10.1371/journal.pone.0118580,arcgispro,"Mobile Bay, Alabama",7.0,17.0
729,10.1371/journal.pone.0123160,arcgispro,"44¡45_N, 123¡45_E",0.0,39.0
730,10.1371/journal.pone.0123030,arcgispro,"Ê27¼25Õ1ÓS, 48¼34Õ25ÓW), and the other in a Permanent Protection Area in the municipality of Itapema (ITA, 27¼05Õ13ÓS, 48¼35Õ54ÓW). On the island, one study areas lies within the Lagoa do Peri Municipal Park (PER, 27¡43Õ30ÓS, 48¡32Õ18ÓW) and the other in the Permanent Protection Area of Ratones (RAT, 27¡31Õ52ÓS, 48¡30Õ45ÓW",3.0,70.0
731,10.1371/journal.pone.0085513,arcgispro,"112¡50_E, 22¡34_N",0.0,15.0
732,10.1371/journal.pone.0084568,arcgispro,"Upper Paraná River Floodplain Long Term Ecological Research (LTER) program’s field station located at the Upper Paraná River floodplain, Brazil.",7.0,83.0
733,10.1371/journal.pone.0082792,arcgispro,"Changbai Mountain (E 127¡43_ Ð128¡16_; N 41¡41_ Ð42¡51_) in Jilin Province, North-eastern China",9.0,15.0
734,10.1371/journal.pone.0066650,arcgispro,"51¡ 37_ 00__ N, 4¡ 01_ 00__ E",13.0,32.0
735,10.1371/journal.pone.0058432,arcgispro,"Dawu Village, Maqin Country of Guoluo Tibetan Autonomous Prefecture, Qinghai Province, China",0.0,28.0
736,10.1371/journal.pone.0052821,arcgispro,"Cedar Creek Natural History area, a National Science Foundation, Long-Term Ecological Research site in Minnesota, USA (lat. 45° N, Long. 93° W)",0.0,12.0
737,10.1371/journal.pone.0053009,arcgispro,"Chamela-Cuixmala Biosphere Reserve (CCBR, 19¡22_Ð19¡39_N, 104¡56_Ð105¡10_W)",0.0,16.0
738,10.1371/journal.pone.0042354,arcgispro,"Gongga Mountain (29¡20_Ð30¡20_N, 101¡30_Ð102¡15_E",0.0,78.0
739,10.1371/journal.pone.0040679,arcgispro,a 150-km long transect (18¡37_16NÐ92¡42_28W to 18¡30_20NÐ91¡28_03W),11.0,25.0
740,10.1371/journal.pone.0036196,arcgispro," University of North Carolina at Chapel Hill’s Institute of Marine Sciences (IMS) in Morehead City, NC",4.0,21.0
741,10.1371/journal.pone.0030506,arcgispro,"16¡39.49_N, 95¡0.66_W",0.0,5.0
742,10.1371/journal.pone.0024107,arcgispro,Ranomafana National Park (RNP) is located between 47¡ 18_Ð47¡ 37_E and 21¡ 02_Ð21¡ 25 SÊ,8.0,41.0
743,10.1371/journal.pone.0020078,arcgispro,"E 116¡42_, N 43¡38_,",6.0,5.0
