,DOI,parser,correctPlace,accurates,inaccurates
515,10.1371/journal.pone.0115038,stanza,"39°57'53"" N and 115°26'05"" E",0.0,29.0
516,10.1371/journal.pone.0114015,stanza,8° 28? 50?N 83° 35? 20?W,0.0,0.0
517,10.1371/journal.pone.0113964,stanza,"Hainan Island, China",0.0,53.0
518,10.1371/journal.pone.0111434,stanza,"111°53? E, 23°26? N",2.0,18.0
519,10.1371/journal.pone.0111742,stanza,"19° 53?–21° 11? N, 90°28?–90°17?W",0.0,0.0
520,10.1371/journal.pone.0107775,stanza,In Table,2.0,50.0
521,10.1371/journal.pone.0107792,stanza,Atlantic Forest Biodiversity Hotspot in Brazil,0.0,48.0
522,10.1371/journal.pone.0075396,stanza,"39° 15' N, 121° 17' W",0.0,40.0
523,10.1371/journal.pone.0107126,stanza,"Central Highlands of Victoria, Australia",0.0,43.0
524,10.1371/journal.pone.0105869,stanza,"Zamora River basin, located in the mountain forests in Ecuadorian southern Andes",0.0,72.0
525,10.1371/journal.pone.0100646,stanza,Nazaré Canyon on the Portuguese continental margin,0.0,1.0
526,10.1371/journal.pone.0101928,stanza,"50°55? N, 11°35? E",6.0,4.0
527,10.1371/journal.pone.0102090,stanza,"32°54?N, 35°05?E;  32°58?N, 35°04?E; 32°54?N, 35°06?E",21.0,32.0
528,10.1371/journal.pone.0097910,stanza," N307591, E858452 (northeast) and N253197, E807411(southwest)",3.0,20.0
529,10.1371/journal.pone.0099385,stanza,"110°56?E, 31°4?N",0.0,12.0
530,10.1371/journal.pone.0098931,stanza,"16°04?–16°21?N, 90°40?–91°06?W",0.0,0.0
531,10.1371/journal.pone.0098454,stanza,"Coatepec region, Veracruz, Mexico",3.0,14.0
532,10.1371/journal.pone.0098454,stanza,"Huatusco region, Veracruz, Mexico",3.0,14.0
533,10.1371/journal.pone.0095938,stanza,Changbai Mountain Forest Ecosystem Research Station,0.0,6.0
534,10.1371/journal.pone.0095890,stanza,"(110°30?E, 25°56?N) (112°56?–113°4?E, 24°30?–24°48?N), (112°30?39?–112°33?41?E,23°09?21?–23°11?30? N) (114°05?–114°23?E,26°22?–26°48? N)",0.0,23.0
535,10.1371/journal.pone.0095081,stanza,"127°42?55?–128°16?48?E, 41°41?49?–42°25?18?N",0.0,31.0
536,10.1371/journal.pone.0093733,stanza,"(28°34?23?N, 120°53?44?E)",0.0,10.0
537,10.1371/journal.pone.0092517,stanza,38°29?N - 9°1?W,0.0,14.0
538,10.1371/journal.pone.0090513,stanza,"(25° 59? S, 54° 05? W) (26° 02? S, 53° 47? W)",0.0,34.0
539,10.1371/journal.pone.0089084,stanza,14°39?S to 20°24?S and 143°54?E to 147°30?E,0.0,35.0
540,10.1371/journal.pone.0081226,stanza,"Pimentel Barbosa Indigenous Reserve, Mato Grosso State, Brazil",0.0,1.0
541,10.1371/journal.pone.0082468,stanza,"(41°23?–42°36?N, 126°55?–129°00?E), (42°24?N, 128°06?E)",0.0,33.0
542,10.1371/journal.pone.0082369,stanza,(N-S 13°00' -14°50' and E-W 39°00' -39°30') ,0.0,29.0
543,10.1371/journal.pone.0079799,stanza,"16° 48.16′ N, 88° 04.94′ W",6.0,32.0
544,10.1371/journal.pone.0075439,stanza,Baltic Sea,0.0,45.0
545,10.1371/journal.pone.0074852,stanza,(3°5`W-1° 10`E; 4°35`N-11°N),0.0,60.0
546,10.1371/journal.pone.0072201,stanza,"41°42??53°34?N, 115°37??135°5?E",0.0,7.0
547,10.1371/journal.pone.0071735,stanza,French Guiana,0.0,0.0
548,10.1371/journal.pone.0070547,stanza,"114°37?21?–113°06?48?E, 22°49?00?–22°48?53?N",0.0,1.0
549,10.1371/journal.pone.0066238,stanza,In Table,0.0,0.0
550,10.1371/journal.pone.0059356,stanza,Hakalau National Forest Wildlife Refuge,0.0,0.0
551,10.1371/journal.pone.0049618,stanza,N 29°14.657?and E 118°06.805?,0.0,26.0
552,10.1371/journal.pone.0052071,stanza,"112°31? E to 112°34? E, 23°09? N to 23°12? N",0.0,10.0
553,10.1371/journal.pone.0049795,stanza,"51° 21? 24?? N, 3° 42? 51?? E",8.0,15.0
554,10.1371/journal.pone.0047192,stanza,"1°30?24?? S, 120°2?11?? E",4.0,20.0
555,10.1371/journal.pone.0045334,stanza,"33°31’S, 25°45’E",5.0,15.0
556,10.1371/journal.pone.0044925,stanza,"lat 22°50'S, long 44°42'W",0.0,12.0
557,10.1371/journal.pone.0042833,stanza,"E 116°42?, N 43°38?",2.0,14.0
558,10.1371/journal.pone.0043943,stanza,Colombia,0.0,4.0
559,10.1371/journal.pone.0043626,stanza,Thirty-nine sites located in the Atlantic Forest (state of São Paulo,0.0,0.0
560,10.1371/journal.pone.0042524,stanza,"(18°14?53?N, 67°09?21?W),(18°09’59”N, 66°43?40?W)",0.0,1.0
561,10.1371/journal.pone.0041270,stanza,40°02?N–3°37?W,0.0,17.0
562,10.1371/journal.pone.0029469,stanza,"Changbai Nature Reserve, 127°42? to 128°17?E and 41°43? to 42°26?N",0.0,37.0
563,10.1371/journal.pone.0029152,stanza,"79°N, 04°E, (78°45?N, 04°52?E) ",0.0,3.0
564,10.1371/journal.pone.0026986,stanza,"45°11?S, 170°98?E, 42°30?S, 173°30?E, 42°25?S, 173°42?E",0.0,40.0
565,10.1371/journal.pone.0023312,stanza,"20°53?57.1?S, 44°50?11.5?W,",0.0,25.0
566,10.1371/journal.pone.0022905,stanza,"29°14? N, 118°07? E",0.0,11.0
567,10.1371/journal.pone.0021265,stanza,"48°N, 65°W",0.0,0.0
568,10.1371/journal.pone.0018982,stanza,"45°40?N, 61°53?W",0.0,6.0
569,10.1371/journal.pone.0016584,stanza,"Duke University Stream and Wetland Assessment Management Park (SWAMP) along Sandy Creek in the Duke Forest in Durham, NC, USA",0.0,50.0
570,10.1371/journal.pone.0009677,stanza,"44°39?N, 63°35?W",30.0,156.0
571,10.1371/journal.pone.0000908,stanza,"8°58?50?S, 36°04?30?W",0.0,136.0
